,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,avg_2bhk_rent,dist_from_city,sqft
3971,3971,Super built-up  Area,Ready To Move,Akshayanagara West,2 BHK,Ajomaa ,1205,2.0,2.0,60.0,,,2
3972,3972,Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082,2.0,1.0,55.0,,23.2,3
3973,3973,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1215,2.0,2.0,52.85,19750.0,12.9,3
3974,3974,Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,230.0,17340.0,11.1,4
3975,3975,Plot  Area,18-Jul,Prasanth Extension,2 Bedroom,,1200,3.0,1.0,46.14,,,2
3976,3976,Super built-up  Area,Ready To Move,Chikkathoguru,1 BHK,,1500,1.0,1.0,19.5,,15.1,1
3977,3977,Plot  Area,18-May,1st Block Koramangala,4 Bedroom,,2360,4.0,2.0,600.0,,9.8,4
3978,3978,Super built-up  Area,Ready To Move,Ardendale,4 BHK,AWharde,3198,4.0,,250.0,,23.1,4
3979,3979,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,60.98,,26.5,3
3980,3980,Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,MJtroty,1329,2.0,2.0,41.0,11500.0,19.3,3
3981,3981,Super built-up  Area,Ready To Move,Doctors Layout,2 BHK,,1125,2.0,1.0,44.0,,11.4,2
3982,3982,Plot  Area,Ready To Move,Anand nagar,2 Bedroom,,1200,2.0,0.0,70.0,,,2
3983,3983,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1350,3.0,3.0,39.97,,17.2,3
3984,3984,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Niiewem,1125 - 1500,3.0,0.0,51.19,19750.0,12.9,3
3985,3985,Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2600,3.0,2.0,195.0,17340.0,11.1,3
3986,3986,Plot  Area,Ready To Move,West of Chord Road,2 Bedroom,,1200,2.0,1.0,160.0,,,2
3987,3987,Built-up  Area,18-Dec,Electronic City Phase II,3 BHK,Sryalan,1220,3.0,1.0,35.23,11500.0,19.3,3
3988,3988,Super built-up  Area,Ready To Move,Pai Layout,2 BHK,Kencyes,1255,2.0,1.0,80.0,,7.1,2
3989,3989,Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,ETens G,1904,3.0,3.0,155.0,,9.6,3
3990,3990,Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,,1329,2.0,2.0,70.0,,12.0,2
3991,3991,Plot  Area,Ready To Move,Chandapura,2 Bedroom,,1200,2.0,1.0,60.0,11714.0,24.0,2
3992,3992,Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,IBaveen,2135,3.0,2.0,160.0,18875.0,6.8,3
3993,3993,Super built-up  Area,Ready To Move,Ramakrishnappa Layout,3 BHK,,2770,4.0,3.0,315.0,,12.4,3
3994,3994,Built-up  Area,19-Dec,"Hoodi Circle, ",1 BHK,,813,1.0,1.0,39.0,,13.5,1
3995,3995,Plot  Area,Ready To Move,Junnasandra,4 Bedroom,,3884,4.0,3.0,240.0,,,4
3996,3996,Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,,3876,3.0,1.0,300.0,,46.3,3
3997,3997,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,PrncyRe,800,2.0,2.0,30.0,,13.5,2
3998,3998,Plot  Area,Ready To Move,Handenahalli,4 Bedroom,,4750,2.0,1.0,120.0,,,4
3999,3999,Super built-up  Area,Ready To Move,Hormavu,3 BHK,Ocock R,1500,3.0,3.0,70.0,,11.9,3
4000,4000,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1880,3.0,2.0,95.0,,18.8,3
4001,4001,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Pa II E,1440,2.0,2.0,55.0,,18.1,3
4002,4002,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1575,3.0,,90.0,,13.8,3
4003,4003,Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,,1630,2.0,2.0,97.78,,10.0,3
4004,4004,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,,1180,3.0,1.0,55.0,8500.0,20.8,3
4005,4005,Built-up  Area,Ready To Move,Nagadevanahalli,2 BHK,,1090,2.0,1.0,36.0,,16.1,2
4006,4006,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,,1020,2.0,2.0,48.45,,8.6,2
4007,4007,Built-up  Area,Ready To Move,"Sarjapur Road, ",4 BHK,,2425,4.0,3.0,173.0,,17.2,4
4008,4008,Super built-up  Area,18-Mar,Varthur,2 BHK,Hirio L,1097,2.0,1.0,33.82,9483.0,17.4,2
4009,4009,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Sithand,1070,2.0,1.0,50.0,,15.3,2
4010,4010,Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,Mania G,1000,2.0,1.0,58.0,,12.2,2
4011,4011,Plot  Area,Ready To Move,Hoodi,8 Bedroom,,1120,8.0,,150.0,9233.0,13.3,8
4012,4012,Super built-up  Area,18-Apr,manyata tech park,2 BHK,,1150,2.0,1.0,56.0,,,2
4013,4013,Built-up  Area,Ready To Move,Frazer Town,3 BHK,Clint E,1900,4.0,2.0,145.0,22500.0,4.0,3
4014,4014,Super built-up  Area,Ready To Move,Divya Unnathi Layout,2 BHK,,1141,2.0,2.0,49.0,,,2
4015,4015,Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,937,2.0,1.0,44.0,10740.0,27.7,2
4016,4016,Built-up  Area,Ready To Move,Green Glen Layout,2 BHK,Blisera,1075,2.0,1.0,60.0,,16.9,2
4017,4017,Super built-up  Area,18-Feb,Panathur,2 BHK,,1000,2.0,1.0,65.3,16000.0,14.2,2
4018,4018,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1450,3.0,,77.41,,15.0,3
4019,4019,Plot  Area,Ready To Move,Yelachenahalli,5 Bedroom,,897,2.0,1.0,85.0,,11.5,5
4020,4020,Super built-up  Area,Ready To Move,Ashwathnagar,2 BHK,GMentAp,936,2.0,2.0,43.0,,9.9,2
4021,4021,Built-up  Area,Ready To Move,Gopalkrishna Nagar,2 BHK,,1280,2.0,1.0,75.0,,18.6,2
4022,4022,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,,1050,2.0,3.0,45.0,,9.8,2
4023,4023,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350,2.0,1.0,86.0,16620.0,10.9,2
4024,4024,Super built-up  Area,Ready To Move,Mallasandra,2 BHK,GMilse ,1325,2.0,1.0,70.0,,18.4,2
4025,4025,Super built-up  Area,18-Apr,Devanahalli,2 BHK,Oznuean,1174,2.0,1.0,59.0,17302.0,38.7,2
4026,4026,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Saageat,1890,3.0,2.0,162.0,,19.0,3
4027,4027,Super built-up  Area,Ready To Move,Wilson Garden,1 BHK,,735,1.0,1.0,75.0,,4.5,1
4028,4028,Built-up  Area,Ready To Move,Sarvabhouma Nagar,1 BHK,,500,1.0,0.0,24.0,,,1
4029,4029,Super built-up  Area,Ready To Move,Gottigere,3 BHK,,1304,3.0,3.0,80.0,11000.0,15.2,3
4030,4030,Built-up  Area,Ready To Move,Yelahanka,3 BHK,Niareum,1653,3.0,2.0,120.0,8500.0,20.8,3
4031,4031,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,52.0,,38.4,3
4032,4032,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Kaiew L,1212,3.0,1.0,42.0,,11.0,2
4033,4033,Built-up  Area,Ready To Move,Hoysalanagar,2 BHK,Mamesi ,1100,2.0,1.0,50.0,,10.3,2
4034,4034,Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3436,6.0,3.0,500.0,,9.6,4
4035,4035,Plot  Area,Ready To Move,SMV layout,3 Bedroom,,1200,4.0,0.0,145.0,,,3
4036,4036,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,,1140,2.0,2.0,50.0,,10.6,2
4037,4037,Plot  Area,Ready To Move,Roopena Agrahara,2 Bedroom,,1200,2.0,1.0,100.0,,8.6,2
4038,4038,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1532,3.0,2.0,83.0,9500.0,11.8,3
4039,4039,Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,Vahid O,2776,4.0,2.0,195.0,,46.3,3
4040,4040,Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,Naasyak,1531,2.0,0.0,75.0,,11.3,3
4041,4041,Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,,1270,2.0,2.0,50.79,,10.3,3
4042,4042,Super built-up  Area,18-Dec,Uttarahalli,2 BHK,DSera S,1325,2.0,1.0,53.0,19750.0,12.9,2
4043,4043,Plot  Area,Ready To Move,CQAL LAYOUT C BLOCK,3 Bedroom,,1200,3.0,1.0,160.0,,,3
4044,4044,Super built-up  Area,17-Apr,Electronic City,3 BHK,Sie 2is,1156,2.0,2.0,44.0,,18.1,3
4045,4045,Plot  Area,Ready To Move,R.T. Nagar,4 Bedroom,,2000,4.0,2.0,320.0,,9.7,4
4046,4046,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1260,2.0,2.0,70.0,,18.8,2
4047,4047,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1934,2.0,0.0,90.0,,17.5,2
4048,4048,Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,,1060,2.0,1.0,40.0,,9.4,2
4049,4049,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1476,3.0,1.0,95.0,,15.0,3
4050,4050,Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Rallaa ,1185,2.0,1.0,85.0,18875.0,6.8,2
4051,4051,Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1265,2.0,1.0,82.0,,18.3,3
4052,4052,Built-up  Area,18-May,"Near Electronic City, ",4 BHK,,3200,5.0,1.0,150.0,,,4
4053,4053,Super built-up  Area,Ready To Move,Virat Nagar,2 BHK,,1196,2.0,2.0,56.81,,9.5,2
4054,4054,Built-up  Area,Ready To Move,EPIP Zone,2 BHK,,1280,2.0,1.0,69.0,,14.6,2
4055,4055,Plot  Area,Ready To Move,Marathahalli,4 Bedroom,,800,4.0,2.0,86.0,16620.0,10.9,4
4056,4056,Built-up  Area,Ready To Move,Hulimavu,2 BHK,VisicCl,1175,2.0,,45.0,11000.0,15.0,2
4057,4057,Built-up  Area,Ready To Move,Kacharakanahalli,3 BHK,,1850,3.0,3.0,98.0,,7.1,3
4058,4058,Plot  Area,Ready To Move,Indira Nagar,4 Bedroom,,2400,4.0,2.0,525.0,,3.7,4
4059,4059,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Pae 1ov,1195,2.0,1.0,70.0,14981.0,17.3,2
4060,4060,Super built-up  Area,Ready To Move,Ulsoor,3 BHK,,2000,3.0,3.0,185.0,18333.0,3.1,3
4061,4061,Carpet  Area,Ready To Move,Veerannapalya,7 BHK,,600,4.0,0.0,100.0,,,7
4062,4062,Plot  Area,18-Feb,Hebbal Kempapura,4 Bedroom,,800,5.0,3.0,155.0,,13.4,4
4063,4063,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Collsrn,1180,2.0,2.0,36.5,,19.0,2
4064,4064,Super built-up  Area,Ready To Move,Jakkur,2 BHK,Elidet ,1050,2.0,1.0,49.87,18636.0,12.9,2
4065,4065,Built-up  Area,18-Dec,Electronic City,3 BHK,,1400,2.0,1.0,40.44,,18.1,3
4066,4066,Plot  Area,17-Dec,Bagalakunte,4 Bedroom,,2360,4.0,2.0,150.0,,18.2,4
4067,4067,Super built-up  Area,Ready To Move,Banashankari stage 2,2 BHK,,1030,2.0,1.0,77.25,,,2
4068,4068,Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,2 BHK,,1512,1.0,2.0,65.01,,13.4,2
4069,4069,Built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929,2.0,1.0,48.0,13250.0,16.0,2
4070,4070,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,3.0,61.0,10740.0,27.7,3
4071,4071,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1485,3.0,2.0,115.0,,16.9,3
4072,4072,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Courf T,1124,2.0,2.0,55.0,,20.3,3
4073,4073,Plot  Area,Ready To Move,TC Palaya,6 Bedroom,,2400,6.0,3.0,370.0,,12.2,6
4074,4074,Built-up  Area,Ready To Move,Indira Nagar,3 BHK,,1407,3.0,1.0,120.0,,3.7,3
4075,4075,Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1482,2.0,3.0,97.0,,14.4,3
4076,4076,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,,1163,2.0,1.0,98.86,,9.8,2
4077,4077,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,BrardCo,1570,3.0,2.0,140.0,11000.0,16.6,3
4078,4078,Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,3480,4.0,,284.0,14981.0,17.3,3
4079,4079,Super built-up  Area,19-Sep,Chandapura,1 BHK,SuVue S,520,1.0,1.0,14.04,11714.0,24.0,1
4080,4080,Super built-up  Area,Ready To Move,OLd Gurappanapalya,3 BHK,SoliaMa,2000,3.0,2.0,160.0,,9.5,3
4081,4081,Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,2.0,2.0,75.0,,17.3,2
4082,4082,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1152,2.0,1.0,65.0,,18.1,2
4083,4083,Built-up  Area,20-Dec,"ECC Road, Whitefield, ",3 BHK,,1575,3.0,2.0,93.0,,,3
4084,4084,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1965,4.0,2.0,125.0,,13.7,3
4085,4085,Built-up  Area,Ready To Move,Ramanjaneyanagar,3 BHK,Siite E,1300,2.0,2.0,70.0,,12.3,3
4086,4086,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,,1,4.0,,120.0,,17.2,4
4087,4087,Super built-up  Area,18-Apr,Marathahalli,2 BHK,,957,2.0,1.0,47.0,16620.0,10.9,2
4088,4088,Super built-up  Area,Ready To Move,Hoskote,3 BHK,Thiced ,1740,3.0,3.0,60.0,16000.0,24.7,3
4089,4089,Plot  Area,Ready To Move,Kanakpura Road,5 Bedroom,,1080,6.0,3.0,65.0,,26.5,5
4090,4090,Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,,1060,2.0,0.0,35.0,,20.4,2
4091,4091,Carpet  Area,Ready To Move,Chikkadunnasandra,2 BHK,,975,2.0,2.0,50.0,,26.7,2
4092,4092,Super built-up  Area,18-May,Ramamurthy Nagar,2 BHK,,1150,2.0,2.0,51.0,14647.0,11.7,2
4093,4093,Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1738,2.0,3.0,79.0,14981.0,17.3,3
4094,4094,Super built-up  Area,18-May,Bommanahalli,3 BHK,,1250,3.0,2.0,55.0,13625.0,9.6,3
4095,4095,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Dhncyud,1788,3.0,2.0,90.0,,18.8,3
4096,4096,Super built-up  Area,19-Dec,Kanakapura,2 BHK,GoityEt,1151,2.0,1.0,59.0,22000.0,47.7,2
4097,4097,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Evood S,1300,2.0,2.0,60.0,19750.0,12.9,3
4098,4098,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1150,2.0,1.0,52.8,,11.9,2
4099,4099,Super built-up  Area,Ready To Move,Akshya Nagar,2 BHK,,1380,2.0,1.0,75.0,,11.9,2
4100,4100,Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645,3.0,2.0,117.0,17340.0,11.1,3
4101,4101,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,,1141,2.0,1.0,45.9,,9.8,2
4102,4102,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,2.0,82.5,,11.0,2
4103,4103,Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,,1355,2.0,1.0,61.0,,13.6,3
4104,4104,Built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1150,2.0,0.0,70.0,,29.4,2
4105,4105,Super built-up  Area,18-May,Indranagar  100ft road defence colony,5 BHK,,5800,5.0,,80.0,,,5
4106,4106,Built-up  Area,Ready To Move,Canara Bank Colony,2 BHK,,1000,2.0,2.0,45.0,,12.1,2
4107,4107,Super built-up  Area,20-Jan,Balagere,2 BHK,Soresea,1007,2.0,1.0,65.0,,16.1,2
4108,4108,Super built-up  Area,Ready To Move,Wajid layout thanisandra,4 BHK,,3000,5.0,2.0,100.0,,,4
4109,4109,Super built-up  Area,Ready To Move,Kothanur,3 BHK,,1436,3.0,3.0,70.0,16375.0,11.8,3
4110,4110,Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,4000,4.0,3.0,220.0,16620.0,10.9,4
4111,4111,Built-up  Area,Ready To Move,Somasundara Palya,3 BHK,ManceEl,2372,3.0,,140.0,,12.0,3
4112,4112,Plot  Area,Ready To Move,R.T. Nagar,6 Bedroom,,1500,6.0,,240.0,,9.7,6
4113,4113,Super built-up  Area,18-Jan,BTM Layout,3 BHK,,167Sq. Meter,3.0,2.0,10.0,16765.0,7.7,3
4114,4114,Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,,1200,2.0,0.0,150.0,,9.6,2
4115,4115,Super built-up  Area,18-Mar,Rayasandra,2 BHK,,1016,2.0,1.0,58.0,11000.0,16.4,2
4116,4116,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,2.0,48.0,,11.9,2
4117,4117,Super built-up  Area,Ready To Move,B Channasandra,2 BHK,PrncyRe,1080,2.0,1.0,45.0,,,2
4118,4118,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,60.0,,18.1,2
4119,4119,Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,PrpiaSr,1532,3.0,1.0,115.0,,13.0,3
4120,4120,Super built-up  Area,Ready To Move,Hennur,2 BHK,MDncyhi,1040,2.0,2.0,42.12,17529.0,10.0,2
4121,4121,Plot  Area,Ready To Move,Laxmi Sagar Layout,3 Bedroom,Pudgear,3100,3.0,3.0,250.0,,12.7,3
4122,4122,Super built-up  Area,21-Jun,Tumkur Road,2 BHK,Coowsri,1076 - 1199,2.0,0.0,48.905,,20.9,2
4123,4123,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430,2.0,2.0,51.6,13500.0,11.5,3
4124,4124,Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,,1160,1.0,0.0,163.0,,9.6,2
4125,4125,Super built-up  Area,Ready To Move,ITPL,4 BHK,,3262,5.0,2.0,205.0,22583.0,15.4,4
4126,4126,Plot  Area,Ready To Move,Achins Road,7 Bedroom,,2100,7.0,0.0,410.0,,,7
4127,4127,Built-up  Area,Ready To Move,Uvce Layout,2 BHK,,1190,2.0,2.0,100.0,,,2
4128,4128,Super built-up  Area,Ready To Move,Panduranga Nagar,3 BHK,SApusnu,1827,3.0,3.0,100.0,,,3
4129,4129,Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,Srayatr,1210,2.0,1.0,75.0,,8.5,2
4130,4130,Super built-up  Area,Ready To Move,New Thippasandra,3 BHK,Srmitev,1500,3.0,3.0,95.0,16000.0,7.1,3
4131,4131,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,53.5,,13.0,2
4132,4132,Super built-up  Area,21-Mar,Hebbal,2 BHK,Oztarol,1251,2.0,1.0,88.73,17340.0,11.1,2
4133,4133,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,RotatHa,1600,2.0,2.0,115.0,20521.0,10.5,3
4134,4134,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.5,,18.1,2
4135,4135,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,93.0,,30.9,3
4136,4136,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,159.0,,15.0,3
4137,4137,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Dehts H,1510,2.0,3.0,59.0,,15.3,3
4138,4138,Super built-up  Area,Ready To Move,Hoodi,3 BHK,SMaxyay,1925,2.0,3.0,114.0,9233.0,13.3,3
4139,4139,Plot  Area,Ready To Move,Hennur Road,3 Bedroom,LGapeon,2651,2.0,2.0,225.0,,14.4,3
4140,4140,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,147.0,,15.0,3
4141,4141,Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,GancyRe,1000,2.0,2.0,36.0,,12.2,2
4142,4142,Plot  Area,Ready To Move,KR Puram,3 Bedroom,Salle F,1752,3.0,2.0,145.0,,11.9,3
4143,4143,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,ArrdsOr,960,2.0,3.0,56.0,,13.3,2
4144,4144,Super built-up  Area,Ready To Move,Gattigere,2 BHK,Vaw 2il,1180,2.0,2.0,63.0,,,2
4145,4145,Built-up  Area,Ready To Move,Benson Town,3 BHK,Fants A,2270,3.0,1.0,180.0,,5.6,3
4146,4146,Built-up  Area,Ready To Move,NRI Layout,2 Bedroom,,650,2.0,0.0,59.0,14833.0,12.8,2
4147,4147,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,,1200,2.0,1.0,75.0,,13.3,2
4148,4148,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1180,2.0,1.0,46.0,,38.4,3
4149,4149,Super built-up  Area,18-Jan,Roopena Agrahara,3 BHK,,1300,3.0,2.0,47.0,,8.6,3
4150,4150,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1157,2.0,0.0,40.0,,18.8,2
4151,4151,Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,PrarePa,1300,3.0,2.0,69.0,,26.5,3
4152,4152,Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1305,2.0,1.0,59.0,,11.2,3
4153,4153,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoisoCa,2006,4.0,2.0,196.0,,13.7,3
4154,4154,Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1290,2.0,1.0,80.0,18636.0,12.9,2
4155,4155,Super built-up  Area,Ready To Move,Hoskote,2 BHK,VRrtsa ,1170,2.0,3.0,45.0,16000.0,24.7,2
4156,4156,Plot  Area,Ready To Move,Cottonpet,4 Bedroom,,971,2.0,2.0,135.0,,8.6,4
4157,4157,Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,Coona A,1400,2.0,3.0,78.0,,11.5,2
4158,4158,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1200,2.0,2.0,75.0,,13.3,2
4159,4159,Built-up  Area,Ready To Move,Kamakshipalya,3 BHK,Viaxy G,1155,2.0,0.0,60.0,,12.4,3
4160,4160,Built-up  Area,Ready To Move,Hormavu,3 BHK,Cadel C,1725,3.0,2.0,85.0,,11.9,3
4161,4161,Super built-up  Area,21-Oct,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,40.0,,26.5,2
4162,4162,Built-up  Area,Ready To Move,Yemlur,4 Bedroom,Epllan ,7000,5.0,,2050.0,,11.9,4
4163,4163,Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1112,2.0,1.0,88.0,9233.0,13.3,2
4164,4164,Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,ManceEl,1178,2.0,,78.0,,12.0,2
4165,4165,Super built-up  Area,20-Jan,Badavala Nagar,2 BHK,DNncasa,1274,2.0,1.0,81.0,,9.6,2
4166,4166,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Vabow R,915,2.0,1.0,32.0,13625.0,19.6,2
4167,4167,Plot  Area,Ready To Move,6th Phase JP Nagar,8 Bedroom,,1650,6.0,2.0,135.0,,11.7,8
4168,4168,Super built-up  Area,Ready To Move,Hosur Road,1 BHK,Collsrn,760,1.0,2.0,21.28,,19.0,1
4169,4169,Built-up  Area,Ready To Move,Maragondanahalli,3 BHK,ArnzaFi,1540,3.0,2.0,68.0,,20.9,3
4170,4170,Super built-up  Area,Ready To Move,P&T Layout,2 BHK,,1206,2.0,3.0,38.5,,,2
4171,4171,Super built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,3.0,2.0,95.0,,13.9,3
4172,4172,Plot  Area,Ready To Move,Canara Bank Layout,4 Bedroom,,1200,4.0,2.0,170.0,,,4
4173,4173,Plot  Area,Ready To Move,singapura paradise,4 Bedroom,,1200,4.0,1.0,140.0,,,4
4174,4174,Super built-up  Area,Ready To Move,Nehru Nagar,4 BHK,Undge T,2342,3.0,2.0,115.0,,17.3,4
4175,4175,Super built-up  Area,Ready To Move,Kannur,3 BHK,,1200,2.0,1.0,55.0,,,3
4176,4176,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,MDoseim,1056,2.0,2.0,33.0,,15.2,2
4177,4177,Plot  Area,Ready To Move,Raja Rajeshwari Nagar,8 Bedroom,,4800,8.0,,225.0,,15.3,8
4178,4178,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1450,3.0,3.0,54.3,,26.5,3
4179,4179,Super built-up  Area,18-Apr,Thirumenahalli,2 BHK,MNtha A,1161,2.0,2.0,36.69,,16.8,2
4180,4180,Super built-up  Area,Ready To Move,Dollars Colony,2 BHK,Koowsis,1097,2.0,3.0,65.0,,11.5,2
4181,4181,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Gaent R,850,2.0,2.0,35.0,19750.0,12.9,2
4182,4182,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1715,3.0,2.0,115.0,,16.9,3
4183,4183,Super built-up  Area,Ready To Move,Basavangudi,3 BHK,Shntsad,2300,3.0,,317.0,,7.1,3
4184,4184,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1200,2.0,1.0,59.0,,18.1,2
4185,4185,Super built-up  Area,18-Oct,8th Phase JP Nagar,2 BHK,,1080,2.0,2.0,38.0,,14.5,2
4186,4186,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1200,2.0,1.0,50.3,,15.0,2
4187,4187,Plot  Area,Ready To Move,4th Block Koramangala,4 Bedroom,,2400,4.0,0.0,550.0,,8.9,4
4188,4188,Super built-up  Area,Ready To Move,Banashankari,3 BHK,Sriseva,1400,2.0,1.0,78.0,15107.0,11.2,3
4189,4189,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Vastael,1500,4.0,3.0,200.0,14981.0,17.3,4
4190,4190,Carpet  Area,20-Dec,Kanakpura Road,1 BHK,Roiti A,381 - 535,1.0,0.0,19.695,,26.5,1
4191,4191,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1230,2.0,1.0,57.0,16620.0,10.9,2
4192,4192,Built-up  Area,Ready To Move,Kalyan nagar,3 BHK,SSonsvi,1640,3.0,3.0,88.0,,8.7,3
